Manufacturer	Model	Type	Status	Size [in]	Re [ohm]	fs [Hz]	Qms	Qes	Qts	Rms [Ns/m]	Mms [g]	Cms [mm/N]	Vas [l]	Sd [cm2]	BL [Tm]	Pmax [W]	Xmax [mm]	Beta	Z1k [ohm]	Z10k [ohm]	Le [mH]	Leb [mH]	Ke [sH]	Rss [ohm]	USPL [dB]	BL²/Re	Revision	Updated
Supravox	285 GMF			12	6.5	47	8	0.39	0.38	0.74	20	0.6	150	471	10.7	70									98.9	17.61		
Supravox	400 GMF			15	6.5	26	10	0.33	0.32	1.14	70	0.48	489	855	15.8	120	10								97.1	38.41		
Supravox	400 GMF Pro			15	6.5	32	9.5	0.27	0.26	1.48	70	0.36	370	855	18	120	10								99.4	49.85		
Swan	305			12	5.2	22.8	9.65	0.42	0.4	1.74	117.4	0.42	166.5	534.9	14.44	200	3.65								90.6	40.1		
Synchron	SYN-519A			5.25	6	57	1.8	0.39	0.32	1.55	7.8	1	14	100	6.55	25	1				0.5				91.5	7.15		
Synchron	SYN-619A	W		6.5	6	53.9	2.1	0.44	0.36	1.66	10.3	0.85	20	130	6.9	30	1				0.47				91.8	7.94		
Synchron	SYN-825A	W		8	6	39.8	1.74	0.36	0.29	2.83	19.7	0.81	50	210	9.13		2								92.7	13.89		
Tang Band	W3-1364SA	F	Active	3	6.6	105	2.48	0.77	0.59	0.472	1.75	1.296	1.88	32	3.15	12	0.5	0			0.008				87.3	1.5		2022-11-08/Janne Panu
Tang Band	W3-871SC	F	Active	3	6.6	110	3.4	0.71	0.59	0.376	2	1.133	1.65	32	3.51	12	0.5	0			0.75				87.7	1.87		2022-11-08/Janne Panu
Tang Band	W4-1658				4	52	5.22	0.38	0.35	0.775	12.4	0.756	5.8	74	6.53	60	4.5		8	28					88.3	10.66		2017-07-01/Data import
Tang Band	W5-1138SMF	W	Active	5	3.4	45	3.56	0.57	0.49	2.569	28.81	0.3867	4.85	94	7.17	80	9.25	0			0.34				84.6	15.12		2022-11-08/Janne Panu
Tang Band	W5-1611SAF	F	Active	5	6.3	60	2.8	0.52	0.44	0.723	5.99	1.31	11.7	94	5.53	56	3		10	16.3	0.023				89.9	4.85		2018-10-01/Kimmo Saunisto
Tang Band	W6-1139SI	S	Active	6.5	3.6	38	2.65	0.47	0.4	3.684	39.9	0.429	11.8	140	8.67	50	13				0.34				86.9	20.88		2017-06-09/Damian Demendecki
Tang Band	W6-1139SIF	S	Active	6.5	3.6	35	2.65	0.47	0.4	4	39.9	0.429	11.8	140	8.47	50	11.5				0.47				85.8	19.93		2017-06-09/Damian Demendecki
Tang Band	W6-1674				5.9	47	4.72	0.5	0.45	1.004	16	0.715	17.7	133	7.48	60	3.5		8.5	26					89	9.48		2017-07-01/Data import
Tang Band	W69-1042J	S	Active	8	6.5	35	6.05	0.37	0.35	1.418	46	0.53	38	226	12.8	90	7				2.28	0.99			89.3	25.21		2017-06-09/Damian Demendecki
Tang Band	W8-1363SB	S	Active	8	3.2	30	3.7	0.35	0.32	6.316	99.8	0.227	15.4	220	13.9	150	12				0.687				86.7	60.38		2017-06-09/Damian Demendecki
Tang Band	W8-1363SBF	S	Active	8	3.2	32	4.26	0.43	0.39	5.926	99.8	0.197	13.4	220	13	150	12				0.82				86.1	52.81		2017-06-09/Damian Demendecki
Tang Band	W8-1747A	S	Active	8	3.6	30	2.15	0.5	0.41	7.215	69.9	0.342	23.2	220	9.97	350	8				0.604				86.4	27.61		2017-06-09/Damian Demendecki
Tang Band	W8-1772				6.7	44	1.37	0.45	0.34	2.586	12.8	1.021	66.7	216	7.26	100	3		8	9					93.8	7.87		2017-07-01/Data import
Tang Band	W8-1880	W		8	6.8	45	1.33	0.66	0.44	2	9.43	1.3	88.14	220	5.28		5				0.05				93.6	4.1		
Tang Band	W8-740C	S	Active	8	3.2	28	10.53	0.3	0.29	1.592	95	0.339	23	220	13.4	120	12				3.18				88.2	56.11		2017-06-09/Damian Demendecki
Tang Band	W8-740P	S	Active	8	3.4	31.9	3.64	0.42	0.38	2.856	43.5	0.48	32.6	220	8.48	120	12				2.79				89.7	21.15	Measured	2017-06-09/Damian Demendecki
Tang Band	W8-740Q	S	Active	8	3.2	32	3.01	0.31	0.28	7.153	105	0.231	15.7	220	14.6	150	12				0.88				88.2	66.61		2017-06-09/Damian Demendecki
The Box Speaker	18-500/8-A			18	5.5	40	7.61	0.45	0.43	6.11	184.9	0.11	208.3	1150	23.8						0.65				98.3	102.99		
Usher	8133	W		8	5.8	26.4	4.26	0.24	0.23	1.14	29.14	1.2	79.5	214	10.7						0.73				91.2	19.74		
Vifa	A13WG-01-04	W		5.25	3	79	2.71	0.72	0.57	1.28	7	0.58	6	86	3.8	40	3				0.5				92.4	4.81		
Vifa	A13WH-01-04	W		5.25	3	108.2	2.97	0.59	0.49	1.47	6.4	0.34	3.5	86	4.7	40	3				0.5				95	7.36		
Vifa	A17WG-01-04	W		6.5	3	59	2.7	0.79	0.61	1.65	12	0.61	15	133	4.1	60	3				0.5				92.2	5.6		
Vifa	BC11WG59-04	W	Active	4.5	3.18	64.6	2.92	0.45	0.39	0.84	6	1.0052	4.99	59.5	4.17	30	3.3				0.17				90.8	5.47	2	2016-03-03/Datasheet Import
Vifa	BC14SG89-08	W	Active	5.25	5.64	59	3.36	0.49	0.43	0.81	7.3	0.995	9.04	80.1	5.58	30	3				0.31				89.3	5.52	1.1	2016-03-03/Datasheet Import
Vifa	BC18SG59-08	W	Active	6.5	5.6	50.01	3.43	0.69	0.57	1.04	11.4	0.889	23.38	136.9	5.41	30	3.9				0.27				89.8	5.23	2	2016-03-03/Datasheet Import
Vifa	BC18WG59-04	W	Active	6.5	3.02	56.12	3.04	0.74	0.6	1.44	12.4	0.6468	17.53	138.9	4.23	30	3.8				0.16				92.4	5.92	1.0	2016-03-03/Datasheet Import
Vifa	BC18WK05-08	W	Active	6.5	5.55	59.35	2.5	0.57	0.46	1.73	11.6	0.6205	16.82	138.9	6.51	30	3.4				0.28				91.5	7.64	1.0	2016-03-03/Datasheet Import
Vifa	C13MH-09-08	M		5.25	5.8	70	2	0.39	0.33	1.17	5.3	0.98	8.52	79	5.9	90	1								92.1	6		
Vifa	C13WG-19-08	W		5.25	5.5	52	1.4	0.52	0.38	1.63	7	1.3	12	80	4.9	50	2				0.7				88.7	4.37		
Vifa	C17WG-29-08	W		6.5	5.5	49.6	4.3	0.71	0.61	0.69	9.5	1.1	31	143	4.8	50	2				0.7				90.9	4.19		
Vifa	C17WG-69-08	W		6.5	5.6	44	2.9	0.68	0.55	1.01	10.6	1.3	35.8	143	4.9	50	3				0.7				90.1	4.29		
Vifa	C20WJ-09-08	W		8	5.8	36	2.7	0.54	0.45	1.41	16.78	1.2	87	231	6.4	70	4				0.9				92.2	7.06		
Vifa	C20WJ-19-08	W		8	5.8	35.8	2.7	0.54	0.45	1.42	17	1.2	87	231	6.4	70	4				0.9				92.1	7.06		
Vifa	K10MD-19-08	M		4.5	5.4	180	1	1.12	0.53	2.83	2.5	0.31	0.81	43	3.7	60	0.65								90	2.54		
Vifa	M10MD-39-08	M		4.5	5.4	110	0.71	0.64	0.34	2.83	2.9	0.72	1.38	37	4.1	80	0.65								88.3	3.11		
Vifa	M110				5.5	140	1.53	0.78	0.52	1.142	2	0.651	2.1	48	3.51	60	0.65		6	12					92.3	2.24		2017-07-01/Data import
Vifa	M13G-09-08	M		5.25	5.6	54	1.5	0.46	0.35	1.47	6.5	1.3	12	80	5.2	35	2				0.7				89.7	4.83		
Vifa	M17SG-09-08	W		6.5	5.6	34	1.36	0.46	0.35	1.71	10.86	2	53	137	5.3	50	3				0.7				90.1	5.02		
Vifa	M17WG09-08	W	Active	6.5	5.57	56.34	3.84	0.9	0.73	1.08	11.7	0.6822	19.59	143	5.05	50	3.9				0.27				89.5	4.58	1.0	2016-03-03/Datasheet Import
Vifa	M21WG-09-08	W		8	5.6	38	4.9	0.8	0.69	0.79	16.18	1.1	81	231	5.2	50	3				0.9				91	4.83		
Vifa	M21WO39-04	W	Active	8	2.83	30.9	2.84	0.33	0.29	1.85	27.1	0.9804	79.67	240.5	6.76	80	5.9				0.24				95	16.15	1.0	2016-03-03/Datasheet Import
Vifa	M25WO-09-08	W		10	5.7	25	3.7	0.31	0.28	1.76	41.42	0.98	164	346	11	80	4				2.2				92.6	21.23		
Vifa	M26WR-09-08	W		10	5.9	26	2.82	0.37	0.32	2.65	45.83	0.82	130	337	11	200	6.5				2.1				91.2	20.51		
Vifa	M26WR-19-04	W		10	3.2	43.1	3.65	0.87	0.7	3.04	41	0.33	53	337	6.4	150	5.5				0.95				92.9	12.8		
Vifa	M30WO-49-08	W		12	5.7	21	2.3	0.25	0.22	3.04	52.91	1.1	400	513	12.7	100	4		14	50	2.1				95.2	28.3		
Vifa	NE123W-04				3.3	66	6.7	0.44	0.41	0.393	6.3	0.916	3.81	54.5	4.44	50	3		4	6					89.8	5.97		2017-07-01/Data import
Vifa	NE123W-08	W	Active	4.5	6.27	61.03	4.98	0.37	0.35	0.37	4.7	1.4332	5.89	54.1	5.53	45	14.2		8	11	0.06				88.6	4.88	1	2016-03-03/Datasheet Import
Vifa	NE149W-04	W	Active	5.25	3.39	70.24	6.34	0.45	0.42	0.79	11.4	0.4511	4.57	85	6.18	60	5		4.5	7	0.06				91.2	11.27	3	2016-03-03/Datasheet Import
Vifa	NE149W-08	W	Active	5.25	6.33	53.94	8.19	0.4	0.38	0.43	10.3	0.8425	8.54	85	7.42	60	5		9	14	0.08				88.3	8.7	1	2016-03-03/Datasheet Import
Vifa	NE149W-08-HS	W	Active	5.25	6.33	53.94	8.19	0.4	0.38	0.43	10.3	0.8425	8.54	85	7.42	85	5				0.08				88.3	8.7	2	2016-03-03/Datasheet Import
Vifa	NE180W-04	W	Active	6.5	3.27	38.7	8.57	0.3	0.29	0.54	19.2	0.8821	22.51	134.8	7.07	80	5		4.8	7.6	0.08				92.3	15.29	2	2016-03-03/Datasheet Import
Vifa	NE180W-08	W	Active	6.5	6.24	42.3	7.41	0.41	0.39	0.59	16.4	0.8639	22.72	136.9	8.17	80	5		9	14	0.12				89.3	10.7	2	2016-03-03/Datasheet Import
Vifa	NE225W-04				3.1	33	9.8	0.35	0.34	0.789	37.3	0.624	45	227	8.28	125	7.5		6	12					92.8	22.12		2017-07-01/Data import
Vifa	NE225W-08	S	Active	8	6.32	31.9	8.84	0.34	0.33	0.81	35.9	0.6934	50.16	227	11.52	160	7.7		9.8	20.4	0.21				89.8	21	1	2016-03-03/Datasheet Import
Vifa	NE225W-08-HS	S	Active	8	6.32	31.9	8.84	0.34	0.33	0.81	35.9	0.6934	50.16	227	11.52	175	7.7				0.21				89.8	21	1.0	2016-03-03/Datasheet Import
Vifa	NE265W-04	S	Active	10	2.86	23.28	13.77	0.3	0.29	1.04	98.2	0.476	72.83	330.1	11.74	150	9		10.2	22	0.4				91.3	48.19	3	2016-03-03/Datasheet Import
Vifa	NE265W-08	S	Active	10	6.24	22.97	10.33	0.31	0.3	1.04	74.1	0.6479	97.21	326.9	14.7	190	9.4				0.53				88.9	34.63	1.0	2016-03-03/Datasheet Import
Vifa	NE265W-08-HS	W	Active	10	6.24	22.97	10.33	0.31	0.3	1.04	74.1	0.6479	97.21	326.9	14.7	190	9.4				0.53				88.9	34.63	1.0	2016-03-03/Datasheet Import
Vifa	NE315W-04	S	Active	12	2.78	19.94	15.6	0.32	0.31	0.91	113.9	0.5592	201.66	506.7	11.12	150	9		10.4	24	0.38				93.6	44.48	1.0	2016-03-03/Datasheet Import
Vifa	NE315W-08	S	Active	12	6.34	20.09	11.72	0.36	0.35	1.51	140.1	0.4478	161.47	506.7	17.68	190	9.4				0.54				88.6	49.3	1	2016-03-03/Datasheet Import
Vifa	NE315W-08-HS	S	Active	12	6.34	20.09	11.72	0.36	0.35	1.51	140.1	0.4478	161.47	506.7	17.68	220	9.4				0.54				88.6	49.3	1.0	2016-03-03/Datasheet Import
Vifa	NE65W-04				3.5	165	5.3	0.74	0.65	0.324	1.7	0.562	0.17	14.7	2.85	20	1.75		4	5.5					85.7	2.32		2017-07-01/Data import
Vifa	NE85W-04				3.7	99	9.1	0.68	0.63	0.149	2.2	1.184	0.81	22.1	2.72	25	1.75		4	6					86	2		2017-07-01/Data import
Vifa	NE95W-04				3.8	97	10.7	0.75	0.7	0.144	2.5	1.065	1.22	28.6	2.79	25	1.75		4	6					86.9	2.05		2017-07-01/Data import
Vifa	P11WH-00-08	W		4.5	5.4	51.4	1.1	0.26	0.21	1.47	5	1.9	10.3	62	5.8	30	3				0.6				91	6.23		
Vifa	P13WG-10-04	W		5.25	3	73.9	2.8	0.73	0.58	1.33	8	0.58	6	86	3.9	40	3				0.5				91.5	5.07		
Vifa	P13WH-00-08	W		5.25	5.7	60	1.38	0.43	0.33	2.05	7.5	0.97	10	86	6	40	4				0.7				90.5	6.32		
Vifa	P17SJ-00-08	W		6.5	5.6	41	1.28	0.48	0.35	2.42	12	1.3	33	136	6	150	4				0.84				90.3	6.43		
Vifa	P17WH-00-08	W		6.5	5.5	40.4	2.17	0.44	0.37	1.44	12.32	1.3	33.1	137	6.24	80					0.6				90.6	7.08		
Vifa	P17WH-09-04	W		6.5	3	64.3	2.61	0.88	0.66	1.7	11	0.56	14.4	136	3.9	50	3				0.5				92.6	5.07		
Vifa	P17WJ-00-08	W		6.5	5.8	37	1.55	0.44	0.34	2.07	13.81	1.3	34.7	136	6.5	70	4				0.55				89.4	7.28		
Vifa	P21WN-29-04	W		8	3.2	50.3	2.8	0.8	0.62	2.6	23	0.43	30	222	5.4	70	4				0.6				92.8	9.11		
Vifa	P21WO-12-08	W		8	5.8	32.7	2.48	0.37	0.32	1.78	21.5	1.1	85	235	8.3	100					0.9				92.4	11.88		
Vifa	P21WO-20-08	W		8	5.7	28	1.6	0.4	0.32	2.43	22.11	1.5	113	235	7.4	80	4				0.9				91.4	9.61		
Vifa	P22WO03-08	W	Active	8	6	46.7	2.49	0.64	0.51	3.28	27.9	0.417	33.35	237.8	8.75	80	2.7				0.31				90.5	12.76	1	2016-03-03/Datasheet Import
Vifa	PL11MG-09-08	M		4.5	5.9	73	2.1	0.68	0.51	1.15	5.27	0.9	4.25	58	4.6	35	1.75				0.43				87.2	3.59		
Vifa	PL11MH-09-08	M		4.5	5.9	73	1.65	0.41	0.33	1.46	5.27	0.9	4.25	58	5.9	35	1.75				0.38				89.4	5.9		
Vifa	PL11WG-09-04	W		4.5	3	67	2.15	0.53	0.43	1.22	6.25	0.9	4.25	58	3.9	35	3				0.36				90.1	5.07		
Vifa	PL11WG-09-08	W		4.5	5.6	67.6	2.18	0.61	0.48	1.2	6.15	0.9	4.25	58	4.9	35	3				0.61				86.9	4.29		
Vifa	PL11WH-09-04	W		4.5	3	67	2.15	0.36	0.31	1.22	6.25	0.9	4.25	58	4.7	35	3				0.31				91.8	7.36		
Vifa	PL11WH-09-08	W		4.5	5.6	67.6	1.74	0.39	0.32	1.5	6.15	0.9	4.25	58	6.1	35	3				0.45				88.8	6.64		
Vifa	PL14WJ-09-04	W		5.25	3.1	43	1.83	0.36	0.3	1.29	8.77	1.6	14	80	4.5	50	3				0.33				91	6.53		
Vifa	PL14WJ-09-08	W		5.25	5.8	43.9	1.79	0.44	0.36	1.29	8.4	1.6	14	80	5.5	50	3				0.49				87.7	5.22		
Vifa	PL18WO-09-04	W		6.5	3	37	2.49	0.34	0.3	1.76	18.81	0.98	24	132	6.21	100	4				0.56				91.8	12.85		
Vifa	PL18WO-09-08	W		6.5	5.8	37.4	2.52	0.43	0.37	1.71	18.36	0.98	24	132	7.66	100	4				0.85				88.1	10.12		
Vifa	PL22WR-09-04	W		8	3.2	25	5.42	0.32	0.3	1.38	47.45	0.85	60	224	8.63	125	4				1.7				90.6	23.27		
Vifa	PL22WR-09-08	W		8	5.9	25.4	5.25	0.36	0.34	1.4	45.9	0.85	60	224	10.9	125	4				2.7				87.7	20.14		
Vifa	PL26WR-09-04	W		10	3.2	25	4.62	0.39	0.36	1.99	58.5	0.69	110	337	8.7	125	4				1.7				92.4	23.65		
Vifa	PL26WR-09-08	W		10	5.9	25.9	4.53	0.44	0.4	1.96	54.5	0.69	110	337	10.9	125	4				2.7				89.7	20.14		
Vifa	TC7FD00-04				3.2	140	3.7	1.22	0.92	0.412	1.7	0.746	0.51	22.1	2	20	1		4	6					86.6	1.25		2017-07-01/Data import
Vifa	TC9FD18-08				6.3	123	2.6	1.5	0.95	0.772	2.6	0.645	1.19	36.3	2.9	20	1.5		6.8	10					84.7	1.33		2017-07-01/Data import
Vifa	TG9FD10-04				3.2	113	3	1.14	0.83	0.672	2.8	0.699	1.29	36.3	2.38	30	2.3		4.8	7.9					88.1	1.77		2017-07-01/Data import
Vifa	TG9FD10-08				6.1	105	1.75	1.23	0.72	1.631	4.3	0.531	0.98	36.3	3.76	30	2.3		6.8	10					82.8	2.32		2017-07-01/Data import
Visaton	AL130	W	Active	5.25	5.6	43	4.37	0.42	0.38	0.57	9	1.485	13	79	5.6	60	6		7.7	11.5	0.9				87.5	5.6	01.10.2015	2016-03-04/Datasheet Import
Visaton	AL130M				5.4	57	4.4	0.52	0.47	0.602	7.4	1.054	9.1	78.5	5.24	90	3		7	10					88.8	5.08		2017-07-01/Data import
Visaton	AL170	W	Active	6.5	5.6	38	3.88	0.43	0.39	0.79	13	1.37	34	133	6.9	70	6		8	20	0.9				89.9	8.5	01.10.2015	2016-03-04/Datasheet Import
Visaton	AL200	W	Active	8	6.6	32	3.73	0.39	0.35	1.13	21	1.176	77	216	8.8	120	7		10.5	38	1.2				90.9	11.73	01.10.2015	2016-03-04/Datasheet Import
Visaton	B200	F	Active	8	5	40	8.39	0.83	0.75	0.3	9.7	1.588	102	214	3.9	40	3.5		5.6	12.5	0.5				93	3.04	01.10.2015	2016-03-04/Datasheet Import
Visaton	BG13P				5.2	168	3.06	1.58	1.04	1.002	2.9	0.309	2	68	3.18	20	0.75		7	12					91.7	1.94		2017-07-01/Data import
Visaton	BG17				6.6	120	2.77	1.05	0.76	1.672	6.1	0.286	8.2	143	5.4	60	1.5		8.2	17					94.1	4.42		2017-07-01/Data import
Visaton	BG20	W	Active	8	6.2	38	3.47	0.51	0.44	0.71	10	1.712	110	214	6.1	40	4		7.5	18	0.8				93.8	6	01.10.2015	2016-03-04/Datasheet Import
Visaton	BGS40				6.5	40	3.1	0.49	0.42	4.996	61.6	0.257	263	855	14.33	300	2		12	37					98.3	31.59		2017-07-01/Data import
Visaton	DSM25FFL				5.9	1330	1.83	1.87	0.92	0.577	0.1	0.113	0.00381	4.9	1.83	30	0.25		6.4	7.2					90.1	0.57		2017-07-01/Data import
Visaton	DSM38FFL				6.2	1000	1.2	0.8	0.48	3.509	0.7	0.038	0.007	11.5	5.71	20	0.5		8	10					92.5	5.26		2017-07-01/Data import
Visaton	DSM50FFL				6.7	430	1.19	0.7	0.44	3.485	1.5	0.089	0.05	20	6.3	40	0.25		7.8	12.6					90.3	5.92		2017-07-01/Data import
Visaton	FR10-4				3.2	92	2.3	0.7	0.54	1.145	4.6	0.657	2.3	50	3.47	30	1.5		4	9					90.1	3.76		2017-07-01/Data import
Visaton	FR10-8				7.2	88	2.3	0.95	0.67	1.197	5	0.657	2.3	50	4.57	30	1.5		8	17					84.6	2.9		2017-07-01/Data import
Visaton	FR10HM-4				3.2	120	5.35	1.44	1.13	0.413	2.9	0.6	2.1	50	2.22	20	1.5		4	8					90	1.54		2017-07-01/Data import
Visaton	FR10HM-8				7.2	120	5.9	1.91	1.44	0.394	3.1	0.571	2	50	2.96	20	1.5		8	14					85	1.22		2017-07-01/Data import
Visaton	FR8JS				7.2	130	4.51	1.74	1.26	0.407	2.2	0.666	0.84	30	2.76	15	1		7.5	13.5					82.7	1.06		2017-07-01/Data import
Visaton	FRS5X				7.7	190	3.49	0.88	0.7	0.228	0.7	1.051	0.23	12.5	2.64	5	1		8	11					84.7	0.91		2017-07-01/Data import
Visaton	FRS7S				7.2	150	5.4	2.01	1.46	0.148	0.8	1.328	0.9	22	1.69	8	1.5		8	13					84.3	0.4		2017-07-01/Data import
Visaton	FRS7W				6.6	160	2.08	0.91	0.63	0.416	0.9	1.151	0.78	22	2.5	8	1		8	13					88.3	0.95		2017-07-01/Data import
Visaton	FRS8-4				3.5	115	3.61	0.85	0.69	0.516	2.6	0.743	1	31	2.77	30	0.25		4	9					88.1	2.19		2017-07-01/Data import
Visaton	FRS8-8				7.2	120	4.85	1.32	1.04	0.409	2.6	0.669	0.9	31	3.29	30	0.25		8	14					83.2	1.5		2017-07-01/Data import
Visaton	FRS8M				7.2	125	3.24	0.58	0.49	0.421	1.7	0.934	1.1	29	4.11	30	0.25		8	17					88.1	2.35		2017-07-01/Data import
Visaton	GF200-2				1.4	35	4.33	0.44	0.4	1.182	23.3	0.889	57	214	4.03	180	7		2.5	8.9					97	11.6		2017-07-01/Data import
Visaton	GF200-4	W	Active	8	2.9	34	4.51	0.93	0.77	0.98	25	0.965	62	214	4.6	120	6		4	10	0.4				90.6	7.3	01.10.2015	2016-03-04/Datasheet Import
Visaton	GF200-8	W	Active	8	5.8	30	4.12	0.37	0.34	1.22	25	1.058	68	214	9.2	120	6		9.5	36	1.1				90.4	14.59	01.10.2015	2016-03-04/Datasheet Import
Visaton	GF250				5.8	29	3.62	0.35	0.32	2.733	54.3	0.555	93	346	12.8	200	6		11.3	41					91.5	28.25		2017-07-01/Data import
Visaton	KT100V	W	Active	4.5	3.6	37	2.22	0.54	0.43	0.81	7.5	2.387	9.8	54.1	3.43	25	2								85.1	3.27	09.11.2015	2016-03-04/Datasheet Import
Visaton	R10S-4				3.4	180	5.53	1.96	1.45	0.37	1.8	0.433	1.9	56	1.88	20	0.5		4	8					93.2	1.04		2017-07-01/Data import
Visaton	R10S-8				7.2	188	6.27	2.92	1.99	0.349	1.9	0.387	1.7	56	2.32	20	0.5		8	14					88.3	0.75		2017-07-01/Data import
Visaton	SC13	W	Active	5.25	7.2	78	2.95	0.94	0.71	0.82	4.8	0.845	7.4	79	4.2	40	3		9	19	0.7				88.2	2.45	01.10.2015	2016-03-04/Datasheet Import
Visaton	SC8N				7	110	3.68	1.31	0.97	0.248	1.3	1.584	1.5	26	2.21	30	0.5		8	14					84.4	0.7		2017-07-01/Data import
Visaton	SL713				3.9	200	8.4	2.4	1.87	0.175	1.2	0.543	1.9	50	1.54	10	1		4	7					93.1	0.61		2017-07-01/Data import
Visaton	TI100	W	Active	4.5	6	62	7.05	0.4	0.38	0.22	4	1.687	6.9	54	4.8	40	4		7	10.5	0.7				89.4	3.84	01.10.2015	2016-03-04/Datasheet Import
Visaton	TIW200XS	W	Active	8	6	30	5.19	0.5	0.46	1.18	33	0.865	51.5	206	8.51	120	11		12	45	1.6				87.7	12.07	01.10.2015	2016-03-04/Datasheet Import
Visaton	TIW250XS	W	Active	10	5.6	33	5.21	0.35	0.33	1.94	48.76	0.477	66	314	13	200	8.5		13	56	1.7				91.9	30.18	01.10.2015	2016-03-04/Datasheet Import
Visaton	TIW300	W	Active	12	5.4	25	4.59	0.3	0.28	3.17	92	0.438	160	510	16.5	300	7.5		13	50	1.7				92.9	50.42	01.10.2015	2016-03-04/Datasheet Import
Visaton	TIW360				5.8	30	4.1	0.31	0.29	2.718	59.1	0.476	135	450	14.44	600	24		15.5	64					94.1	35.95		2017-07-01/Data import
Visaton	W100S-4	W	Active	4.5	3.4	65	3.04	0.54	0.46	0.71	5.3	1.139	4.49	53	3.7	30	2		4.2	12	0.5				89.3	4.03	01.10.2015	2016-03-04/Datasheet Import
Visaton	W100S-8	W	Active	4.5	6.7	63	2.74	0.67	0.54	0.67	4.7	1.373	5.41	53	4.29	30	2		8	19	0.9				85.8	2.75	01.10.2015	2016-03-04/Datasheet Import
Visaton	W130S-4	W	Active	5.25	3.5	50	2.54	0.55	0.45	0.69	5.4	1.822	14	74	3.6	50	2.25		5	13.8	0.6				90.6	3.7	01.10.2015	2016-03-04/Datasheet Import
Visaton	W130S-8	W	Active	5.25	6	52	2.26	0.59	0.47	0.87	6	1.562	12	74	4.6	50	8		7.4	17	0.6				87.8	3.53	01.10.2015	2016-03-04/Datasheet Import
Visaton	W130SC				3.3	49	2.13	0.38	0.32	0.835	5.8	1.826	14	74	3.93	50	2.25		4	13					92.2	4.68		2017-07-01/Data import
Visaton	W13E	W	Active	5.25	7.7	83	3.52	1.56	1.08	0.74	5.1	0.734	7.7	86.5	3.6	40	2				0.8				86.7	1.68	01.10.2015	2016-03-04/Datasheet Import
Visaton	W170				7.2	57	2.92	0.9	0.69	1.047	8.5	0.913	24	137	4.95	70	2		9.4	22					89.4	3.4		2017-07-01/Data import
Visaton	W170S-4	W	Active	6.5	3.2	36	2.16	0.51	0.41	1.26	12	1.628	38	129	4.4	50	4.25		4	14	0.6				91.4	6.05	01.10.2015	2016-03-04/Datasheet Import
Visaton	W170S-8				5.9	36	2.43	0.66	0.52	1.116	12	1.631	38	129	4.92	80	4.3		8	23					87.6	4.1		2017-07-01/Data import
Visaton	W200-4				3.2	49	2.81	0.62	0.51	1.541	14.1	0.75	45	207	4.73	50	2		5	16					95.3	6.99		2017-07-01/Data import
Visaton	W200-8				6.8	46	2.82	0.8	0.62	1.444	14.1	0.85	51	207	5.88	80	2		10	24					90.6	5.08		2017-07-01/Data import
Visaton	W200S-4				3.4	29	3.99	0.38	0.35	1.357	29.7	1.014	65	214	6.96	75	3.5		10	38					91.9	14.25		2017-07-01/Data import
Visaton	W200S-8				6	30	3.6	0.36	0.33	1.35	25.8	1.091	70	214	9	115	3.5		14.5	56					90.5	13.5		2017-07-01/Data import
Visaton	W250				6.8	37	3.57	1	0.78	1.62	24.9	0.744	135	360	6.27	90	3		10	26					91.1	5.78		2017-07-01/Data import
Visaton	W250S-4				3.6	33	2.01	0.43	0.35	2.98	28.9	0.805	135	346	7.08	100	5		8	23					96	13.92		2017-07-01/Data import
Visaton	W250S-8				6.6	31	1.88	0.39	0.32	3.784	36.5	0.722	121	346	10.97	150	5		13	38					92.5	18.23		2017-07-01/Data import
Visaton	W300				6.9	32	2.85	0.68	0.55	3.088	43.8	0.565	190	490	9.45	120	5.25		13	40					92.3	12.94		2017-07-01/Data import
Visaton	W300S-4				3.5	23	1.6	0.3	0.25	5.19	57.5	0.833	300	507	9.84	150	5.25		8	26					96.4	27.66		2017-07-01/Data import
Visaton	W300S-8				6.7	23	1.65	0.42	0.33	4.44	50.7	0.945	340	507	10.81	200	5.3		13	38					92.7	17.44		2017-07-01/Data import
Visaton	WS13E				7.6	83	3.52	1.56	1.08	0.75	5.1	0.726	7.7	87	3.59	60	1		9	19					86.7	1.7		2017-07-01/Data import
Visaton	WS17E-4				3.2	45	2.35	0.9	0.65	1.959	16.3	0.768	22	143	4.05	60	3.5		5	16					89.5	5.13		2017-07-01/Data import
Visaton	WS17E-8				5.8	45	2.2	1.28	0.81	2.093	16.3	0.768	22	143	4.57	60	3.5		8.5	23					85.3	3.6		2017-07-01/Data import
Visaton	WS20E-4				3.3	47	5.56	1.44	1.14	1.26	23.7	0.483	39	240	4.01	80	3		5	18					90.3	4.87		2017-07-01/Data import
Visaton	WS20E-8				6.8	47	5.36	1.59	1.23	1.158	21	0.545	44	240	5.15	80	3		9.5	29					87.3	3.9		2017-07-01/Data import
Visaton	WS25E-4				3.3	32	2.84	1.78	1.09	2.744	38.8	0.638	107	346	3.8	80	5.5		5	16					88.8	4.38		2017-07-01/Data import
Visaton	WS25E-8				5.9	34	2.82	2.92	1.43	2.463	32.5	0.674	113	346	3.75	110	5.5		8	22					85.1	2.38		2017-07-01/Data import
Visaton	WS32AW				6	29	2	0.45	0.37	3.891	42.7	0.705	200	450	10.19	200	3.5		9	34					93.6	17.31		2017-07-01/Data import
